pitcher_id,year,n_pitches,disruption_1,disruption_2,disruption_len_1,disruption_len_2,bias_1,bias_2,bias_len_1,bias_len_2
622569,2025,9,0.851,1.096,0.787,0.753,0.371,-1.069,0.223,-0.305
622608,2024,85,0.873,0.621,0.742,0.663,-0.297,-0.184,-0.193,-0.112
622608,2025,1014,0.962,0.695,0.851,0.713,-0.322,-0.241,-0.318,-0.257
622663,2023,423,0.907,0.8,0.819,0.842,-0.16,0.02,-0.04,0.068
622663,2024,1317,0.899,0.763,0.782,0.791,-0.234,0.025,-0.094,0.075
622663,2025,1205,0.838,0.728,0.751,0.742,-0.178,-0.043,-0.079,0.008
622694,2024,105,0.726,0.796,0.788,0.892,0.184,0.053,0.295,0.2
622761,2025,13,0.713,0.959,0.758,0.733,0.547,-0.957,-0.022,-0.551
622766,2023,95,0.771,0.815,0.705,0.852,0.032,0.214,0.233,0.334
622766,2024,7,0.764,0.73,0.81,0.913,-0.286,-0.483,-0.182,-0.325
622780,2023,104,0.81,0.783,0.732,0.764,-0.128,-0.092,-0.043,-0.021
622780,2025,30,0.777,0.61,0.731,0.708,-0.134,-0.115,-0.037,-0.028
622786,2024,300,0.87,0.899,0.789,0.83,-0.028,0.233,0.026,0.171
622786,2025,127,0.81,0.962,0.705,0.735,0.123,0.288,0.044,0.123
623149,2023,220,0.778,0.743,0.802,0.819,-0.117,-0.137,-0.106,-0.133
623149,2024,304,0.733,0.823,0.718,0.788,0.06,-0.15,0.062,-0.086
623149,2025,136,0.702,0.727,0.737,0.759,0.265,-0.074,0.29,0.063
623167,2023,454,0.84,0.788,0.762,0.771,0.117,-0.03,0.123,0.033
623167,2024,1207,0.828,0.79,0.73,0.742,0.283,-0.026,0.172,0.004
623167,2025,315,0.769,0.713,0.704,0.764,0.159,-0.085,0.184,0.085
623168,2024,5,0.525,0.884,0.56,0.728,0.152,-1.184,0.081,-0.347
623168,2025,23,1.158,0.896,0.884,0.83,1.509,0.281,0.37,-0.05
623211,2023,113,0.726,1.083,0.716,0.902,0.335,0.669,0.392,0.567
623211,2024,411,0.825,1.134,0.804,1.054,0.215,0.595,0.376,0.596
623211,2025,464,0.788,1.071,0.783,1.037,0.113,0.54,0.273,0.526
623352,2023,220,0.876,0.785,0.731,0.849,-0.231,0.122,0.071,0.302
623352,2024,553,0.872,0.945,0.827,1.071,-0.041,0.293,0.332,0.548
623352,2025,440,0.83,1.006,0.855,1.084,0.238,0.361,0.377,0.452
623433,2024,231,0.886,0.704,0.757,0.708,-0,-0.008,0.024,0.033
623433,2025,121,0.911,0.848,0.814,0.79,0.068,0.138,0.004,0.031
623437,2023,229,0.979,0.709,0.919,0.757,-0.24,-0.175,-0.308,-0.262
623437,2024,14,1.011,1.123,1.032,0.995,0.516,0.203,0.452,0.243
623437,2025,435,0.968,0.71,0.854,0.73,-0.306,-0.305,-0.275,-0.274
623451,2023,105,0.929,0.852,0.917,0.859,-0.057,-0.243,-0.162,-0.242
623451,2024,25,0.876,0.765,0.779,0.721,-0.167,-0.331,-0.171,-0.257
623465,2023,161,0.909,0.799,0.823,0.788,-0.188,-0.07,-0.197,-0.136
623465,2024,392,1.005,0.731,0.861,0.721,-0.388,-0.278,-0.356,-0.285
623465,2025,39,0.781,0.822,0.691,0.723,0.013,-0.056,-0.103,-0.165
623474,2023,111,0.978,0.882,0.842,0.855,0.341,-0.128,0.239,0.002
623474,2024,95,0.925,0.913,0.888,0.93,0.477,0.113,0.538,0.356
623474,2025,552,0.852,0.846,0.818,0.85,0.434,0.011,0.364,0.139
623520,2024,6,1.191,0.955,0.743,0.723,1.532,-0.023,0.86,0.264
624133,2023,435,0.959,0.724,0.812,0.756,-0.128,-0.312,-0.121,-0.187
624133,2024,955,0.922,0.759,0.843,0.775,0.007,-0.324,-0.144,-0.292
624133,2025,1096,0.886,0.811,0.797,0.774,0.147,-0.295,-0.051,-0.27
624431,2024,18,0.921,0.975,0.737,0.711,0.946,0.107,0.144,-0.015
624431,2025,18,1.229,0.886,1.001,1.053,1.181,-0.278,0.579,0.1
624512,2025,2,0.881,0.593,3.791,3.612,1.281,-0.047,-1.157,-1.735
624522,2023,47,0.832,0.885,0.694,0.72,0.012,0.042,0.087,0.091
624522,2024,229,0.772,0.752,0.718,0.746,-0.049,-0.052,0.06,0.05
624647,2023,52,0.955,0.919,0.947,0.877,-0.053,0.168,-0.233,-0.121
624647,2024,137,0.822,0.868,0.832,0.808,0.111,0.172,-0.107,-0.103
625643,2023,246,1.04,0.791,0.915,0.851,-0.428,-0.081,-0.275,-0.051
625643,2024,929,0.944,0.8,0.796,0.758,-0.12,-0.026,-0.104,-0.026
625643,2025,36,0.678,0.564,0.595,0.652,-0.056,0.012,0,0.077
628317,2023,508,0.802,0.739,0.731,0.748,0.042,-0.215,0.101,-0.063
628317,2024,841,0.772,0.733,0.687,0.704,0.08,-0.288,0.141,-0.085
628317,2025,76,0.831,0.866,0.809,0.87,0.015,-0.486,0.164,-0.129
628452,2023,228,0.741,0.937,0.676,0.865,0.16,0.424,0.261,0.406
628452,2024,448,0.856,0.964,0.765,0.845,0.131,0.339,0.155,0.267
628452,2025,468,0.858,0.884,0.817,0.937,0.016,0.256,0.162,0.296
628708,2023,125,0.868,0.88,0.802,0.882,-0.066,0.16,0.091,0.221
628708,2024,170,0.918,0.769,0.764,0.772,-0.125,-0.011,-0.018,0.045
628711,2023,368,0.806,0.898,0.838,0.917,0.215,0.088,0.267,0.186
630023,2023,217,0.836,0.823,0.85,0.831,-0.003,0.077,0.013,0.04
630023,2024,236,0.721,0.734,0.775,0.782,0.029,-0.028,0.012,-0.045
640448,2023,231,1.05,0.816,0.901,0.784,-0.391,0.013,-0.319,-0.064
640448,2024,512,0.949,0.82,0.869,0.801,-0.266,0.092,-0.283,-0.06
640448,2025,396,0.846,0.799,0.755,0.787,-0.063,0.155,0.011,0.135
640451,2023,151,0.888,0.808,0.792,0.809,-0.176,0.055,-0.104,0.04
640451,2024,410,0.96,0.816,0.892,0.853,-0.338,-0.003,-0.264,-0.053
640451,2025,81,0.918,0.744,0.768,0.668,-0.205,-0.067,-0.188,-0.099
640454,2023,9,0.498,0.995,0.478,0.615,0.783,0.695,0.415,0.297
640454,2024,12,0.695,0.956,0.684,0.861,0.638,0.656,0.556,0.517
640454,2025,32,0.748,0.85,0.757,0.802,0.179,-0.1,0.176,-0.024
640455,2023,456,0.776,0.747,0.764,0.753,0.005,-0.002,-0.053,-0.059
640455,2024,1300,0.858,0.788,0.84,0.822,0.032,-0.101,0.017,-0.06
640455,2025,533,0.982,0.816,0.949,0.865,0.015,-0.192,-0.176,-0.276
640462,2023,209,0.982,0.869,0.905,0.875,-0.094,0.101,-0.126,-0.002
640462,2024,522,0.814,0.838,0.779,0.849,0.001,0.137,0.045,0.127
640462,2025,79,0.91,0.746,0.754,0.77,-0.173,0.074,0.014,0.17
640470,2023,185,0.749,0.877,0.685,0.834,0.101,0.264,0.238,0.312
640470,2024,126,0.735,0.822,0.675,0.818,-0.014,0.123,0.198,0.264
640902,2024,1,1.598,0.544,0.205,0.151,1.998,0.244,0.405,-0.351
640902,2025,26,0.934,1.148,0.865,0.911,0.412,-0.781,-0.153,-0.661
641149,2023,34,0.796,0.689,0.726,0.758,-0.2,-0.188,-0.184,-0.194
641149,2024,36,1.106,0.948,1.016,0.899,-0.568,-0.583,-0.584,-0.581
641154,2023,637,0.801,0.771,0.783,0.761,-0.078,-0.007,-0.105,-0.072
641154,2024,1403,0.832,0.818,0.81,0.803,-0.025,0.058,-0.053,-0.012
641154,2025,579,0.855,0.754,0.785,0.754,-0.116,-0.067,-0.141,-0.122
641302,2024,752,0.711,0.721,0.705,0.749,0.148,-0.362,0.193,-0.101
641302,2025,721,0.788,0.738,0.77,0.777,-0.021,-0.365,-0.02,-0.231
641312,2024,115,0.72,0.656,0.684,0.663,-0.032,-0.246,-0.107,-0.263
641312,2025,98,0.808,0.776,0.734,0.702,0.029,-0.163,-0.107,-0.248
641329,2023,68,0.898,0.978,0.887,0.954,0.198,0.286,0.187,0.238
641329,2024,166,0.827,0.827,0.797,0.884,0.074,0.138,0.167,0.211
641329,2025,533,0.887,0.907,0.79,0.859,0.173,0.315,0.17,0.243
641343,2024,30,0.753,0.948,0.857,0.862,0.781,-0.681,0.531,-0.025
641343,2025,30,0.774,0.826,0.848,0.789,0.559,-0.843,0.513,0.04
641360,2023,279,0.774,0.849,0.806,0.869,0.104,0.165,0.052,0.076
641360,2024,57,0.778,0.752,0.712,0.752,0.014,0.116,-0.008,0.044
641386,2025,93,0.743,1.032,0.752,0.893,0.384,0.375,0.409,0.389
641401,2024,7,1.047,1.451,0.839,1.056,0.867,0.859,0.863,0.856
641401,2025,390,0.874,0.873,0.839,0.823,0.206,0.142,0.116,0.05
641427,2023,15,0.83,0.644,0.659,0.691,-0.43,-0.135,-0.267,-0.125
641427,2024,38,0.768,0.773,0.64,0.57,0.094,0.162,-0.036,-0.009
641447,2023,18,1.331,0.892,0.931,0.721,-0.907,-1.114,-0.659,-0.79
641482,2023,31,0.724,0.738,0.607,0.692,0.315,0.14,0.337,0.25
641482,2024,1253,0.779,0.761,0.755,0.802,0.059,-0.093,0.137,0.046
641482,2025,235,0.698,0.797,0.737,0.795,0.287,-0.078,0.249,0.023
641540,2023,578,0.81,0.811,0.845,0.836,0.103,-0.092,-0.048,-0.188
641540,2024,686,0.794,0.806,0.806,0.817,0.19,-0.119,0.015,-0.188
641540,2025,169,0.734,0.716,0.766,0.744,0.069,-0.154,-0.036,-0.201
641582,2024,46,0.91,0.76,0.891,0.835,-0.082,-0.415,-0.179,-0.379
641585,2023,520,0.771,0.767,0.709,0.718,0.215,-0.019,0.069,-0.054
641585,2024,150,0.808,0.842,0.735,0.769,0.501,0.029,0.258,0.016
641585,2025,29,0.84,0.862,0.783,0.76,0.139,-0.302,-0.12,-0.391
641627,2023,196,0.881,0.667,0.818,0.746,-0.353,-0.237,-0.318,-0.245
641645,2024,22,1.221,1.211,0.803,0.907,1.425,0.456,0.571,0.339
641656,2023,216,0.88,0.941,0.798,0.848,0.049,0.309,0.083,0.217
641656,2024,279,0.945,1,0.841,0.912,0.03,0.261,0.023,0.142
641656,2025,295,0.88,0.968,0.848,0.938,0.046,0.324,0.085,0.23
641658,2024,5,1.023,0.89,0.683,0.772,1.33,0.443,0.657,0.452
641658,2025,3,1.418,1.636,0.947,0.976,1.519,-0.001,0.224,-0.455
641672,2023,185,0.758,0.769,0.713,0.773,0.101,0.148,0.21,0.219
641672,2025,278,0.719,0.692,0.712,0.732,0.056,0.054,0.093,0.069
641703,2023,110,0.732,0.774,0.669,0.73,0.251,0.194,0.264,0.229
641703,2024,260,0.866,0.717,0.758,0.715,-0.231,-0.268,-0.211,-0.221
641712,2023,551,0.776,0.663,0.73,0.684,-0.054,-0.086,-0.016,-0.054
641712,2024,533,0.801,0.738,0.733,0.691,0.077,-0.164,-0.048,-0.214
641726,2024,105,0.927,0.861,0.917,0.887,-0.041,-0.09,-0.02,-0.047
641729,2023,198,0.773,1.039,0.76,0.932,0.169,0.476,0.174,0.352
641729,2024,522,0.756,1.016,0.746,0.885,0.386,0.445,0.296,0.3
641743,2023,82,0.751,0.859,0.753,0.902,0.078,0.198,0.162,0.235
641745,2023,7,1.324,0.669,1.052,0.768,-0.924,-0.643,-0.852,-0.618
641745,2024,327,0.87,0.757,0.75,0.69,-0.136,-0.117,-0.134,-0.133
641745,2025,477,0.902,0.789,0.751,0.791,-0.243,0.077,-0.111,0.086
641755,2023,133,0.764,1.001,0.726,0.993,0.072,0.502,0.355,0.622
641755,2024,530,0.838,1.142,0.804,1.08,0.231,0.554,0.457,0.634
641755,2025,560,0.804,1.021,0.844,1.024,0.354,0.363,0.518,0.487
641771,2024,384,0.824,0.829,0.759,0.784,0.066,0.031,0.074,0.042
641778,2023,39,0.557,0.622,0.633,0.753,0.107,-0.028,0.11,0.022
641778,2025,769,0.779,0.743,0.751,0.781,-0.036,-0.289,0.027,-0.11
641793,2023,493,0.812,0.839,0.776,0.814,0.039,0.016,0.123,0.097
641793,2024,1170,0.748,0.771,0.742,0.772,0.155,-0.058,0.188,0.04
641793,2025,1371,0.694,0.732,0.704,0.751,0.165,-0.075,0.18,0.013
641816,2024,101,0.847,0.901,0.921,0.926,0.234,0.116,-0.001,-0.118
641816,2025,656,0.717,0.749,0.693,0.711,0.233,0.01,0.179,0.02
641835,2023,139,0.974,0.732,0.825,0.731,-0.416,-0.176,-0.265,-0.112
641835,2024,278,0.838,0.67,0.814,0.695,-0.258,-0.06,-0.299,-0.192
641835,2025,128,1.119,0.763,0.929,0.829,-0.546,-0.35,-0.466,-0.339
641871,2023,160,0.83,0.936,0.764,0.791,0.296,0.3,0.255,0.213
641927,2023,506,0.777,0.964,0.844,0.926,0.522,0.285,0.432,0.263
641927,2024,1318,0.806,0.901,0.814,0.873,0.449,0.211,0.398,0.23
641927,2025,1165,0.783,0.884,0.792,0.851,0.536,0.174,0.451,0.216
641941,2023,238,0.788,0.906,0.727,0.865,0.034,0.344,0.161,0.342
641941,2024,277,0.803,0.985,0.808,0.98,0.147,0.326,0.23,0.333
641941,2025,539,0.763,1.051,0.774,0.968,0.347,0.522,0.383,0.473
642016,2024,44,0.998,0.741,0.964,0.813,-0.161,-0.339,-0.427,-0.546
642016,2025,111,0.846,0.755,0.687,0.719,0.004,-0.044,0.174,0.14
642028,2024,73,0.7,0.72,0.614,0.648,0.385,-0.194,0.302,-0.002
642048,2023,184,0.862,0.872,0.874,0.851,0.072,0.084,0.045,0.035
642048,2024,252,0.915,0.946,0.84,0.846,0.128,0.047,0.044,-0.029
642048,2025,81,0.869,0.875,0.827,0.841,0.049,-0.048,0.031,-0.046
642086,2024,15,0.753,0.818,1.08,1,0.756,-0.699,0.221,-0.295
642100,2023,195,0.859,0.825,0.721,0.844,-0.081,0.088,0.063,0.169
642100,2024,169,0.874,0.806,0.885,0.886,-0.037,0.016,-0.048,-0.013
642100,2025,448,0.906,0.838,0.834,0.85,-0.183,0.005,-0.062,0.066
642121,2023,8,0.402,0.589,0.387,0.399,0.258,-0.058,0.055,-0.187
642121,2024,130,0.791,0.763,0.765,0.745,-0.029,-0.162,0.017,-0.072
642121,2025,197,0.732,0.688,0.697,0.691,0.045,-0.141,0.016,-0.122
642133,2023,7,0.967,1.165,0.897,0.917,0.056,-1.075,-0.37,-0.766
642133,2024,15,0.801,1.082,0.745,0.814,0.872,-0.337,0.33,-0.023
642133,2025,12,1.119,0.929,0.937,1.016,1.291,0.241,0.808,0.527
642152,2025,367,0.828,0.862,0.729,0.805,0.118,0.236,0.179,0.25
642180,2025,4,0.826,0.464,0.798,0.616,1.226,0.164,0.804,0.372
642207,2023,185,0.924,0.935,0.908,0.898,0.187,-0.06,0.115,-0.055
642207,2024,175,0.825,0.861,0.783,0.782,0.182,0.199,0.124,0.114
642207,2025,524,0.784,0.829,0.774,0.773,0.218,0.088,0.069,-0.029
642215,2024,3,0.277,0.541,0.743,0.9,0.31,-0.841,-0.543,-1.1
642215,2025,13,1.2,0.915,0.976,1.031,1.45,0.185,0.675,0.298
642216,2023,241,0.718,0.786,0.684,0.709,0.428,0.098,0.211,0.006
642216,2024,69,0.847,0.95,0.844,0.88,0.688,0.295,0.514,0.263
642216,2025,80,0.772,0.824,0.828,0.853,0.365,0.05,0.242,0.048
642231,2023,28,0.701,1.01,0.61,0.663,0.231,0.226,0.15,0.119
642232,2023,435,0.97,0.941,0.902,0.931,0.39,-0.379,0.095,-0.281
642232,2024,590,1.036,0.962,0.921,0.936,0.354,-0.488,0.102,-0.307
642232,2025,437,1.002,0.982,0.892,0.912,0.257,-0.498,0.005,-0.374
642239,2023,41,1.009,0.775,0.829,0.689,-0.006,-0.247,-0.253,-0.413
642239,2024,67,0.744,0.71,0.752,0.847,0.198,0.012,0.271,0.137
642239,2025,165,0.907,0.85,0.824,0.814,0.185,0.021,0.144,0.026
642397,2023,184,1.105,0.875,0.924,0.819,-0.368,0.03,-0.202,0.049
642397,2024,393,1.001,0.864,0.893,0.848,-0.118,0.108,-0.08,0.056
642397,2025,454,0.995,0.937,0.904,0.87,-0.054,0.185,-0.038,0.096
642520,2024,211,0.809,0.715,0.722,0.715,-0.003,-0.066,-0.037,-0.082
642520,2025,54,0.927,0.667,0.733,0.627,-0.252,-0.306,-0.198,-0.24
642528,2023,106,0.927,0.936,0.918,0.937,-0.197,0.274,-0.062,0.245
642528,2024,5,0.701,1.158,0.317,0.831,0.383,0.858,0.397,0.631
642528,2025,236,0.955,1.065,0.837,0.914,0.063,0.487,0.053,0.303
642545,2023,242,0.763,0.844,0.716,0.818,0.209,0.104,0.287,0.197
642546,2023,63,0.847,0.954,0.74,0.845,0.059,0.4,0.117,0.31
642546,2024,344,0.839,0.996,0.738,0.878,0.096,0.427,0.21,0.39
642547,2023,551,0.881,0.827,0.818,0.792,0.15,0.109,0.013,-0.011
642547,2024,1298,0.864,0.837,0.796,0.787,0.154,0.163,0.069,0.079
642547,2025,1377,0.84,0.844,0.764,0.794,0.14,0.195,0.079,0.119
642585,2023,142,0.833,1.139,0.79,1.099,0.091,0.664,0.318,0.657
642585,2025,265,0.879,1.187,0.786,1.054,0.345,0.687,0.423,0.612
642629,2024,163,0.827,0.892,0.773,0.842,0.179,0.269,0.031,0.066
642701,2023,9,1.047,1.192,0.893,1.131,0.231,0.708,0.55,0.873
642701,2024,538,0.801,1.013,0.745,0.915,0.196,0.426,0.237,0.352
642701,2025,496,0.771,0.919,0.73,0.871,0.17,0.286,0.24,0.281
642708,2025,7,0.679,0.503,0.892,0.781,0.945,-0.209,0.757,0.544
642759,2025,37,0.781,0.982,0.791,0.851,0.065,0.338,0.13,0.286
642770,2023,13,1.246,0.618,0.999,0.636,-0.846,-0.491,-0.635,-0.405
642834,2024,48,0.768,0.675,0.686,0.677,0.523,-0.025,0.147,-0.152
643256,2024,142,1.028,1.035,1.027,1.044,-0.157,-0.983,-0.452,-0.902
643338,2023,103,0.798,0.662,0.658,0.677,-0.114,0.036,0.022,0.114
643338,2024,402,0.699,0.911,0.693,0.823,0.097,0.371,0.133,0.291
643338,2025,343,0.708,0.886,0.665,0.807,0.035,0.251,0.141,0.259
643361,2023,21,1.057,0.96,1.024,1.022,0.039,-0.058,0.053,-0.031
643361,2024,69,1.012,0.863,0.834,0.826,0.119,-0.049,0.224,0.124
643361,2025,97,0.846,0.77,0.775,0.769,0.205,-0.12,0.272,0.073
643377,2023,226,0.964,0.822,0.899,0.872,-0.381,-0.218,-0.245,-0.139
643377,2024,514,1.042,0.845,0.868,0.866,-0.481,-0.173,-0.241,-0.042
643377,2025,532,0.927,0.894,0.776,0.878,-0.271,0.02,-0.06,0.113
643396,2024,3,1.614,1.222,1.313,1.146,1.545,0.18,1.461,0.946
643396,2025,3,0.553,0.557,0.613,0.446,0.91,-0.857,0.484,-0.216
643410,2023,188,0.859,0.919,0.816,0.822,0.306,0.213,0.101,0.012
643410,2024,429,0.901,0.971,0.828,0.84,0.563,0.289,0.26,0.095
643410,2025,356,0.869,0.962,0.793,0.827,0.437,0.322,0.146,0.092
643493,2023,103,0.882,0.842,0.791,0.796,-0.137,-0.235,-0.15,-0.231
643493,2024,35,0.76,0.715,0.767,0.769,-0.235,-0.323,0.006,-0.051
643511,2023,210,1.398,1.438,1.346,1.396,-0.195,-1.188,-0.515,-0.998
643511,2024,467,1.372,1.463,1.274,1.332,-0.386,-1.391,-0.591,-1.094
643511,2025,494,1.497,1.572,1.405,1.447,-0.712,-1.588,-0.925,-1.378
645261,2023,525,0.801,0.935,0.734,0.796,-0.082,0.373,-0.05,0.219
645261,2025,1353,0.844,0.853,0.751,0.796,-0.092,0.203,-0.004,0.165
645305,2025,11,0.849,0.766,0.881,0.808,1.083,-0.254,0.742,0.358
645444,2023,4,1.676,1.524,0.637,0.581,2.076,0.912,0.581,0.183
645444,2025,10,1.104,0.934,0.882,0.825,1.133,-0.197,0.752,0.076
646241,2023,58,0.719,0.799,0.717,0.834,0.427,0.404,0.528,0.513
646242,2023,61,0.646,0.679,0.753,0.75,0.173,-0.289,0.098,-0.172
646242,2024,72,0.834,0.674,0.709,0.702,-0.16,-0.592,-0.035,-0.261
646242,2025,13,0.483,0.615,0.348,0.392,0.154,-0.498,0.048,-0.259
647315,2024,333,0.905,0.793,0.83,0.775,-0.312,0.19,-0.279,0.039
647315,2025,57,0.919,0.856,0.836,0.845,-0.257,0.115,-0.119,0.122
647336,2023,75,0.805,0.8,0.778,0.78,0.191,0.234,0.144,0.161
647336,2024,553,0.831,0.865,0.794,0.824,0.216,0.106,0.155,0.087
647336,2025,660,0.814,0.845,0.787,0.841,0.181,0.121,0.139,0.115
647351,2025,6,0.957,0.798,1.512,1.451,0.983,-0.626,0.596,-0.138
650489,2023,8,1.037,0.809,0.55,0.581,1.144,0.099,0.222,-0.116
650489,2024,8,0.825,1.09,0.445,0.459,0.661,-0.633,0.363,-0.02
650489,2025,4,1.045,0.668,1.562,1.477,1.445,-0.12,1.21,0.558
650496,2023,76,0.958,0.824,0.706,0.784,-0.3,0.079,-0.064,0.188
650556,2023,191,0.835,0.842,0.762,0.845,-0.073,0.143,0.041,0.161
650556,2024,518,0.808,0.911,0.72,0.823,0.034,0.239,0.061,0.169
650556,2025,530,0.833,0.934,0.757,0.846,-0.007,0.2,0.02,0.132
650633,2023,364,0.889,0.945,0.83,0.851,0.155,0.251,0.058,0.106
650633,2024,1175,0.841,0.903,0.805,0.841,0.209,0.207,0.155,0.129
650633,2025,508,0.779,0.857,0.748,0.826,0.301,0.258,0.261,0.215
650644,2023,525,0.681,0.771,0.726,0.808,0.3,-0.007,0.33,0.16
650644,2024,1113,0.748,0.788,0.735,0.791,0.234,-0.013,0.215,0.078
650644,2025,745,0.714,0.788,0.724,0.814,0.246,0.03,0.282,0.159
650671,2024,165,0.841,0.711,0.804,0.783,-0.247,-0.048,-0.141,-0.008
650671,2025,12,0.748,0.772,0.749,0.947,-0.144,0.24,0.101,0.353
650893,2023,196,0.836,0.927,0.774,1.029,-0.047,0.34,0.367,0.624
650893,2024,453,0.814,0.905,0.754,0.917,0.022,0.269,0.241,0.399
650893,2025,328,0.787,0.947,0.769,0.94,0.153,0.246,0.243,0.299
650895,2024,71,0.864,0.885,0.804,0.914,-0.118,-0.064,0.121,0.139
650907,2023,11,1.427,1.154,1.073,1.093,1.407,0.05,0.884,0.379
650911,2023,493,0.897,0.805,0.837,0.744,0.018,-0.124,-0.12,-0.213
650911,2024,1315,0.967,0.8,0.862,0.748,-0.137,-0.089,-0.172,-0.156
650911,2025,1351,0.971,0.892,0.891,0.806,-0.026,0.116,-0.114,-0.052
650960,2023,177,0.9,0.661,0.723,0.669,-0.302,-0.019,-0.179,0.01
650960,2024,12,0.751,0.851,0.972,1.047,0.028,-0.107,-0.221,-0.32
655889,2024,277,0.912,0.826,0.819,0.824,-0.284,0.037,-0.188,0.009
655889,2025,197,0.893,0.718,0.765,0.804,-0.276,0.012,-0.041,0.141
656061,2023,137,0.963,0.823,0.886,0.823,-0.193,0.075,-0.168,-0.011
656186,2024,32,1.117,0.882,1.04,1.072,-0.523,-0.177,-0.455,-0.228
656186,2025,196,0.833,0.917,0.795,0.881,-0.086,0.315,-0.04,0.197
656222,2023,44,0.818,0.688,0.816,0.765,-0.149,0.055,-0.176,-0.07
656222,2024,488,0.902,0.821,0.844,0.793,-0.112,0.086,-0.152,-0.036
656222,2025,421,0.88,0.889,0.833,0.808,-0.004,0.176,-0.048,0.048
656232,2023,174,0.732,0.702,0.659,0.649,0.004,-0.058,-0.013,-0.059
656232,2024,189,0.701,0.746,0.752,0.809,-0.007,-0.097,0.152,0.086
656234,2023,234,0.947,0.783,0.819,0.763,-0.136,0.005,-0.158,-0.071
656234,2024,254,1.088,0.865,0.953,0.82,-0.203,-0.109,-0.213,-0.15
656234,2025,397,0.944,0.868,0.854,0.8,0.103,-0.031,-0.01,-0.09
656240,2024,154,0.925,0.869,0.873,0.835,0.044,-0.069,0.026,-0.067
656240,2025,326,0.803,0.796,0.758,0.738,0.073,-0.105,-0.052,-0.183
656257,2023,66,0.562,0.956,0.718,0.909,0.322,0.302,0.29,0.258
656257,2025,31,0.785,0.704,0.756,0.639,-0.114,-0.032,-0.046,0.01
656266,2023,23,1.099,0.792,0.878,0.66,-0.503,-0.251,-0.495,-0.332
656266,2024,37,0.928,0.789,0.709,0.775,-0.144,0.019,0.105,0.206
656271,2023,177,0.825,0.854,0.784,0.827,-0.017,0.221,0.032,0.165
656271,2024,277,0.862,0.816,0.762,0.774,-0.084,0.178,-0.013,0.142
656271,2025,495,0.857,0.889,0.732,0.782,0.045,0.281,0.063,0.189
656288,2023,382,0.789,0.856,0.743,0.833,0.007,0.08,0.074,0.109
656288,2024,1275,0.784,0.858,0.739,0.819,0.004,0.034,0.08,0.083
656288,2025,579,0.81,0.814,0.724,0.774,-0.074,-0.026,0.01,0.02
656302,2023,611,0.83,0.876,0.765,0.827,0.04,0.134,0.063,0.115
656302,2024,1416,0.818,0.948,0.749,0.86,0.062,0.246,0.107,0.205
656302,2025,1415,0.808,0.937,0.717,0.845,0.018,0.287,0.095,0.249
656322,2023,51,0.866,0.758,0.887,0.795,-0.258,-0.083,-0.316,-0.21
656353,2023,144,0.819,0.835,0.779,0.839,-0.017,-0.442,-0.005,-0.255
656353,2024,30,0.871,0.916,0.733,0.806,0.137,-0.215,0.104,-0.086
656354,2024,53,0.73,0.656,0.746,0.749,0.204,0.034,0.345,0.241
656382,2023,153,0.688,0.96,0.674,0.948,0.148,0.457,0.354,0.523
656412,2023,236,0.856,0.819,0.774,0.814,0.006,-0.135,0.035,-0.052
656412,2024,423,0.873,0.869,0.765,0.861,0.04,0.08,0.171,0.187
656420,2024,76,0.665,0.994,0.731,0.925,0.425,0.389,0.494,0.426
656420,2025,50,0.591,0.74,0.593,0.691,0.137,0.018,0.197,0.096
656427,2023,427,0.849,0.744,0.736,0.703,0.047,-0.085,-0.123,-0.188
656427,2024,1068,0.869,0.791,0.74,0.722,0.047,-0.056,-0.027,-0.065
656427,2025,1221,0.862,0.776,0.766,0.735,0.054,-0.061,-0.049,-0.093
656457,2023,106,0.878,0.766,0.832,0.768,-0.195,-0.336,-0.212,-0.303
656457,2024,83,0.986,0.805,0.841,0.798,-0.397,-0.419,-0.236,-0.246
656457,2025,368,0.849,0.788,0.818,0.803,0.078,-0.259,-0.007,-0.224
656458,2024,17,0.799,0.837,0.879,0.903,0.163,-0.028,0.217,0.102
656458,2025,9,0.726,0.596,1.162,1.092,-0.234,-0.687,-0.879,-1.147
656464,2023,206,0.867,0.778,0.761,0.751,-0.196,-0.025,-0.135,-0.035
656464,2024,526,0.883,0.776,0.763,0.782,-0.238,0.015,-0.097,0.06
656464,2025,214,0.822,0.843,0.758,0.798,-0.016,0.04,-0.007,0.019
656529,2023,205,1.064,0.853,0.951,0.883,-0.322,-0.372,-0.362,-0.368
656529,2024,162,0.872,0.713,0.758,0.731,-0.114,-0.117,-0.025,-0.007
656546,2023,246,0.735,0.948,0.741,0.888,0.085,0.321,0.154,0.269
656546,2024,467,0.767,0.959,0.763,0.962,0.068,0.329,0.208,0.355
656546,2025,536,0.822,1.055,0.8,0.973,0.138,0.43,0.186,0.342
656550,2024,522,0.792,0.81,0.697,0.739,-0.01,0.049,0.023,0.042
656550,2025,891,0.819,0.794,0.703,0.735,-0.063,-0.082,-0.019,-0.043
656557,2023,316,0.831,0.864,0.817,0.83,0.136,0.179,0.15,0.157
656557,2024,1169,0.873,0.735,0.792,0.731,-0.144,-0.225,-0.136,-0.199
656557,2025,312,0.901,0.757,0.804,0.752,-0.208,-0.159,-0.185,-0.16
